Time,X,Y,Z,Height,Temper,Laser Power,Powder Gas,Coaxial Gas,Shield Gas,Feeder1,Feeder2,Feeder3
12_15:11:24.491,2.484,6.500,1.250,0.251,1376.900,447.000,3.002,8.996,0.194,478,0,0
12_15:11:24.768,2.297,7.000,1.250,0.201,1376.900,494.000,3.002,9.010,0.192,482,0,0
12_15:11:25.064,6.570,7.000,1.250,0.202,1374.300,510.000,3.004,9.001,0.201,476,0,0
12_15:11:25.368,10.632,7.000,1.250,0.190,1415.700,517.000,3.004,9.003,0.193,479,0,0
12_15:11:25.647,14.778,7.000,1.250,0.223,1335.700,468.000,3.001,9.003,0.195,476,0,0
12_15:11:25.926,18.736,7.000,1.250,0.192,1369.200,513.000,3.001,8.998,0.199,480,0,0
12_15:11:26.252,23.081,7.000,1.250,0.242,1392.500,454.000,3.003,9.002,0.195,519,0,0
12_15:11:26.549,27.458,7.000,1.250,0.215,1377.200,473.000,3.003,9.001,0.196,440,0,0
12_15:11:26.820,31.427,7.000,1.250,0.189,1314.200,520.000,3.002,9.008,0.194,482,0,0
12_15:11:27.122,35.441,7.000,1.250,0.163,1400.600,565.000,3.000,8.994,0.198,475,0,0
12_15:11:27.425,39.547,7.000,1.250,0.198,1395.200,502.000,3.003,9.001,0.196,489,0,0
12_15:11:27.696,43.566,7.000,1.250,0.230,1359.700,486.000,3.002,9.002,0.195,477,0,0
12_15:11:27.998,47.873,7.000,1.250,0.204,1329.000,477.000,3.001,8.998,0.194,482,0,0
12_15:11:28.301,52.371,7.000,1.250,0.209,1379.900,478.000,3.000,8.998,0.193,476,0,0
12_15:11:28.604,56.484,7.000,1.250,0.215,1325.700,472.000,2.998,8.998,0.188,475,0,0
12_15:11:28.923,60.535,7.000,1.250,0.230,1293.900,460.000,3.000,9.002,0.197,488,0,0
12_15:11:29.163,64.592,7.000,1.250,0.239,1365.200,454.000,3.005,9.000,0.195,474,0,0
12_15:11:29.444,68.566,7.000,1.250,0.185,1375.500,529.000,3.005,9.007,0.196,484,0,0
12_15:11:29.737,72.749,7.000,1.250,0.184,1347.100,530.000,3.003,9.003,0.194,478,0,0
12_15:11:30.040,76.811,7.000,1.250,0.215,1343.400,473.000,3.000,9.002,0.194,476,0,0
12_15:11:30.316,78.421,7.500,1.250,0.236,1352.500,457.000,3.001,9.001,0.195,488,0,0
12_15:11:30.595,74.319,7.500,1.250,0.195,1347.400,506.000,3.003,9.003,0.193,468,0,0
12_15:11:30.898,70.346,7.500,1.250,0.225,1352.000,464.000,3.002,8.998,0.197,487,0,0
12_15:11:31.175,66.205,7.500,1.250,0.267,1385.500,434.000,2.998,8.999,0.195,472,0,0
12_15:11:31.487,62.103,7.500,1.250,0.222,1345.400,467.000,3.002,9.005,0.192,490,0,0
12_15:11:31.838,58.152,7.500,1.250,0.176,1286.700,587.000,2.997,8.998,0.190,575,0,0
12_15:11:32.093,53.310,7.500,1.250,0.201,1338.300,494.000,3.001,9.003,0.197,396,0,0
12_15:11:32.363,49.377,7.500,1.250,0.177,1323.400,544.000,3.004,8.998,0.190,478,0,0
12_15:11:32.665,45.296,7.500,1.250,0.231,1335.500,460.000,3.006,9.001,0.199,483,0,0
12_15:11:32.953,41.258,7.500,1.250,0.191,1327.600,516.000,3.005,9.004,0.191,475,0,0
12_15:11:33.240,37.414,7.500,1.250,0.236,1380.900,456.000,2.998,8.997,0.197,483,0,0
12_15:11:33.511,33.343,7.500,1.250,0.241,1452.300,454.000,2.999,9.004,0.190,481,0,0
12_15:11:33.829,29.262,7.500,1.250,0.185,1380.400,528.000,3.001,9.006,0.196,479,0,0
12_15:11:34.085,25.197,7.500,1.250,0.206,1360.000,485.000,3.001,9.002,0.194,482,0,0
12_15:11:34.387,20.897,7.500,1.250,0.240,1345.200,455.000,3.001,9.001,0.196,477,0,0
12_15:11:34.690,16.399,7.500,1.250,0.203,1323.700,491.000,3.000,9.001,0.198,481,0,0
12_15:11:34.985,12.313,7.500,1.250,0.199,1476.400,500.000,3.000,9.005,0.193,490,0,0
12_15:11:35.274,8.148,7.500,1.250,0.245,1404.300,450.000,3.005,9.004,0.198,465,0,0
12_15:11:35.582,3.743,7.500,1.250,0.219,1379.900,470.000,3.003,8.996,0.200,488,0,0
12_15:11:35.884,0.983,8.003,1.249,0.206,1430.100,485.000,3.000,9.005,0.194,473,0,0
12_15:11:36.165,5.162,8.000,1.250,0.223,1357.700,448.000,3.002,9.003,0.196,481,0,0
12_15:11:36.471,9.218,8.000,1.250,0.203,1316.100,490.000,3.002,9.002,0.193,481,0,0
12_15:11:36.773,13.605,8.000,1.250,0.208,1386.000,480.000,3.003,9.003,0.188,483,0,0
12_15:11:37.077,17.670,8.000,1.250,0.209,1350.200,478.000,3.001,9.005,0.196,473,0,0
12_15:11:37.397,21.713,8.000,1.250,0.162,1397.900,567.000,3.000,8.996,0.196,569,0,0
12_15:11:37.699,26.685,8.000,1.250,0.220,1406.300,468.000,3.001,9.001,0.196,405,0,0
12_15:11:38.002,30.782,8.000,1.250,0.203,1411.200,490.000,3.003,8.995,0.196,481,0,0
12_15:11:38.273,34.845,8.000,1.250,0.208,1399.200,480.000,3.001,9.001,0.195,482,0,0
12_15:11:38.574,38.872,8.000,1.250,0.178,1419.900,542.000,3.002,9.002,0.193,473,0,0
12_15:11:38.844,43.145,8.000,1.250,0.185,1409.500,527.000,3.003,8.995,0.191,483,0,0
12_15:11:39.130,47.236,8.000,1.250,0.234,1351.500,457.000,3.002,9.004,0.193,476,0,0
12_15:11:39.433,51.298,8.000,1.250,0.248,1338.500,449.000,3.001,9.005,0.196,478,0,0
12_15:11:39.737,55.328,8.000,1.250,0.187,1371.200,524.000,3.003,9.009,0.194,484,0,0
12_15:11:39.992,59.378,8.000,1.250,0.228,1412.000,462.000,3.002,9.003,0.193,474,0,0
12_15:11:40.272,63.364,8.000,1.250,0.218,1379.600,470.000,3.002,9.005,0.194,483,0,0
12_15:11:40.551,67.336,8.000,1.250,0.203,1411.500,491.000,3.000,9.001,0.197,484,0,0
12_15:11:40.868,71.407,8.000,1.250,0.187,1368.600,524.000,3.007,9.004,0.195,481,0,0
12_15:11:41.171,75.913,8.000,1.250,0.163,1357.900,566.000,3.003,9.001,0.197,472,0,0
12_15:11:41.441,79.343,8.501,1.249,0.233,1369.200,523.000,3.001,9.005,0.197,482,0,0
12_15:11:41.743,75.292,8.500,1.250,0.231,1326.700,556.000,3.001,9.004,0.197,484,0,0
12_15:11:42.023,71.134,8.500,1.250,0.241,1396.600,454.000,3.001,8.999,0.189,482,0,0
12_15:11:42.315,67.106,8.500,1.250,0.221,1369.100,468.000,3.003,9.009,0.193,473,0,0
12_15:11:42.617,62.881,8.500,1.250,0.179,1469.200,542.000,3.003,9.003,0.201,479,0,0
12_15:11:42.984,58.630,8.500,1.250,0.166,1405.300,561.000,3.002,9.001,0.196,580,0,0
12_15:11:43.271,53.898,8.500,1.250,0.216,1343.200,472.000,3.004,9.004,0.194,388,0,0
12_15:11:43.543,49.802,8.500,1.250,0.256,1405.700,442.000,3.001,9.005,0.194,485,0,0
12_15:11:43.845,45.733,8.500,1.250,0.236,1336.700,458.000,3.004,9.001,0.194,478,0,0
12_15:11:44.099,41.717,8.500,1.250,0.227,1453.200,441.000,3.000,9.000,0.194,474,0,0
12_15:11:44.400,37.658,8.500,1.250,0.174,1409.100,548.000,3.004,9.001,0.197,487,0,0
12_15:11:44.719,33.583,8.500,1.250,0.263,1332.300,437.000,3.001,8.996,0.192,478,0,0
12_15:11:44.974,29.510,8.500,1.250,0.188,1437.900,521.000,3.001,9.002,0.195,472,0,0
12_15:11:45.260,25.273,8.500,1.250,0.215,1367.000,473.000,3.006,9.003,0.197,486,0,0
12_15:11:45.564,20.970,8.500,1.250,0.235,1333.700,458.000,3.004,8.998,0.192,482,0,0
12_15:11:45.849,16.900,8.500,1.250,0.217,1350.100,472.000,3.001,9.004,0.195,477,0,0
12_15:11:46.152,12.826,8.500,1.250,0.195,1319.800,506.000,3.002,8.998,0.191,473,0,0
12_15:11:46.471,8.779,8.500,1.250,0.207,1368.500,483.000,3.002,8.997,0.194,492,0,0
12_15:11:46.726,4.729,8.500,1.250,0.203,1359.900,491.000,3.003,9.005,0.191,471,0,0
12_15:11:47.007,0.568,8.584,1.250,0.214,1379.400,474.000,3.005,8.999,0.192,481,0,0
12_15:11:47.300,4.360,9.000,1.250,0.182,1329.600,534.000,3.000,9.003,0.195,483,0,0
12_15:11:47.586,8.398,9.000,1.250,0.202,1345.800,493.000,3.004,9.000,0.194,480,0,0
12_15:11:47.892,12.701,9.000,1.250,0.218,1380.500,470.000,3.001,9.007,0.195,475,0,0
12_15:11:48.176,16.771,9.000,1.250,0.208,1357.500,481.000,3.004,9.009,0.192,487,0,0
12_15:11:48.525,20.814,9.000,1.250,0.191,1396.700,515.000,3.003,8.998,0.190,574,0,0
12_15:11:48.831,26.019,9.000,1.250,0.230,1334.700,460.000,3.001,8.999,0.197,400,0,0
12_15:11:49.134,30.113,9.000,1.250,0.211,1402.900,476.000,3.004,9.004,0.193,488,0,0
12_15:11:49.423,34.396,9.000,1.250,0.210,1373.100,479.000,3.003,9.004,0.193,470,0,0
12_15:11:49.708,38.472,9.000,1.250,0.198,1352.300,501.000,3.001,8.997,0.197,487,0,0
12_15:11:50.011,42.565,9.000,1.250,0.174,1392.700,548.000,2.998,9.004,0.197,470,0,0
12_15:11:50.329,46.599,9.000,1.250,0.161,1420.000,571.000,2.999,8.997,0.194,490,0,0
12_15:11:50.567,50.618,9.000,1.250,0.249,1484.800,448.000,3.003,9.002,0.191,473,0,0
12_15:11:50.870,54.678,9.000,1.250,0.222,1390.300,466.000,3.002,8.999,0.197,478,0,0
12_15:11:51.141,58.726,9.000,1.250,0.206,1390.300,484.000,3.003,9.001,0.194,480,0,0
12_15:11:51.442,63.029,9.000,1.250,0.214,1390.300,474.000,3.005,9.004,0.192,481,0,0
12_15:11:51.745,67.094,9.000,1.250,0.202,1358.300,552.000,3.003,9.001,0.192,479,0,0
12_15:11:52.047,71.132,9.000,1.250,0.178,1391.200,524.000,3.003,9.006,0.199,481,0,0
12_15:11:52.301,75.203,9.000,1.250,0.179,1417.300,544.000,3.002,9.001,0.197,477,0,0
12_15:11:52.604,79.270,9.001,1.250,0.203,1414.800,490.000,3.003,9.003,0.197,484,0,0
12_15:11:52.891,75.992,9.500,1.250,0.180,1381.300,538.000,3.000,9.005,0.198,478,0,0
12_15:11:53.178,71.900,9.500,1.250,0.198,1321.000,500.000,3.000,9.001,0.196,473,0,0
12_15:11:53.481,67.604,9.500,1.250,0.211,1391.900,476.000,3.000,9.008,0.198,484,0,0
12_15:11:53.782,63.109,9.500,1.250,0.261,1376.000,439.000,3.004,9.006,0.199,482,0,0
12_15:11:54.086,59.042,9.500,1.250,0.197,1385.000,502.000,3.000,9.002,0.192,484,0,0
12_15:11:54.388,54.760,9.500,1.250,0.168,1420.500,558.000,3.002,9.001,0.193,474,0,0
12_15:11:54.690,50.253,9.500,1.250,0.259,1332.600,439.000,3.002,9.004,0.196,481,0,0
12_15:11:54.992,46.185,9.500,1.250,0.201,1506.100,495.000,3.003,9.006,0.197,471,0,0
12_15:11:55.273,42.029,9.500,1.250,0.208,1384.800,481.000,3.003,9.011,0.196,483,0,0
12_15:11:55.566,37.979,9.500,1.250,0.251,1438.100,445.000,3.003,9.006,0.196,483,0,0
12_15:11:55.862,33.764,9.500,1.250,0.192,1358.200,513.000,3.002,8.998,0.190,485,0,0
12_15:11:56.150,29.649,9.500,1.250,0.219,1347.500,471.000,3.001,9.008,0.196,479,0,0
12_15:11:56.425,25.632,9.500,1.250,0.266,1423.200,435.000,3.001,8.994,0.201,469,0,0
12_15:11:56.727,21.636,9.500,1.250,0.166,1391.300,561.000,2.999,9.005,0.195,480,0,0
12_15:11:57.009,17.486,9.500,1.250,0.196,1376.200,503.000,3.005,8.999,0.195,489,0,0
12_15:11:57.301,13.270,9.500,1.250,0.237,1440.100,456.000,3.003,8.992,0.190,477,0,0
12_15:11:57.603,9.201,9.500,1.250,0.189,1382.700,519.000,2.999,9.002,0.196,471,0,0
12_15:11:57.921,5.146,9.500,1.250,0.229,1395.200,462.000,3.001,9.001,0.196,484,0,0
12_15:11:58.177,1.090,9.500,1.250,0.201,1368.700,496.000,3.002,9.004,0.197,481,0,0
12_15:11:58.494,4.153,10.000,1.250,0.205,1365.500,487.000,3.002,8.999,0.196,478,0,0
12_15:11:58.813,8.180,10.000,1.250,0.175,1410.200,548.000,3.000,9.002,0.191,475,0,0
12_15:11:59.051,12.204,10.000,1.250,0.196,1334.600,504.000,3.001,8.999,0.196,478,0,0
12_15:11:59.355,16.316,10.000,1.250,0.164,1360.900,564.000,3.003,9.000,0.199,485,0,0
12_15:11:59.657,20.854,10.000,1.250,0.211,1398.100,475.000,3.005,9.004,0.194,479,0,0
12_15:11:59.943,24.868,10.000,1.250,0.239,1377.600,456.000,3.002,9.005,0.194,473,0,0
12_15:12:00.234,28.927,10.000,1.250,0.247,1351.100,449.000,3.004,9.002,0.194,491,0,0
12_15:12:00.517,33.083,10.000,1.250,0.235,1336.500,458.000,3.004,9.007,0.195,475,0,0
12_15:12:00.804,37.039,10.000,1.250,0.207,1327.700,483.000,3.000,9.008,0.196,475,0,0
12_15:12:01.087,41.020,10.000,1.250,0.234,1376.000,467.000,3.003,9.003,0.195,486,0,0
12_15:12:01.377,45.054,10.000,1.250,0.238,1363.600,455.000,3.001,9.003,0.196,477,0,0
12_15:12:01.665,49.240,10.000,1.250,0.228,1390.000,464.000,3.000,9.001,0.200,478,0,0
12_15:12:02.015,53.527,10.000,1.250,0.201,1377.100,511.000,2.999,9.003,0.195,524,0,0
12_15:12:02.270,57.830,10.000,1.250,0.238,1333.400,456.000,2.999,8.999,0.194,437,0,0
12_15:12:02.573,61.894,10.000,1.250,0.264,1391.500,437.000,3.005,9.001,0.196,472,0,0
12_15:12:02.859,66.194,10.000,1.250,0.232,1364.900,460.000,3.001,9.005,0.198,488,0,0
12_15:12:03.147,70.246,10.000,1.250,0.228,1339.900,464.000,3.004,9.003,0.191,477,0,0
12_15:12:03.449,74.305,10.000,1.250,0.192,1391.100,511.000,3.004,9.002,0.197,482,0,0
12_15:12:03.751,78.351,10.000,1.250,0.269,1406.800,432.000,3.000,9.006,0.196,475,0,0
12_15:12:04.021,76.859,10.500,1.250,0.217,1394.500,471.000,3.004,9.004,0.199,481,0,0
12_15:12:04.324,72.588,10.500,1.250,0.253,1411.000,445.000,3.001,8.998,0.195,477,0,0
12_15:12:04.626,68.077,10.500,1.250,0.248,1366.900,450.000,3.001,8.994,0.199,477,0,0
12_15:12:04.913,64.057,10.500,1.250,0.240,1430.100,455.000,3.005,9.001,0.193,483,0,0
12_15:12:05.194,60.090,10.500,1.250,0.194,1405.500,508.000,3.003,9.006,0.194,479,0,0
12_15:12:05.485,56.047,10.500,1.250,0.208,1368.400,480.000,3.002,8.999,0.192,482,0,0
12_15:12:05.773,51.856,10.500,1.250,0.165,1402.500,562.000,3.004,8.992,0.190,476,0,0
12_15:12:06.075,47.790,10.500,1.250,0.209,1340.300,478.000,3.005,9.003,0.195,485,0,0
12_15:12:06.376,43.311,10.500,1.250,0.245,1340.000,451.000,3.003,9.001,0.197,481,0,0
12_15:12:06.662,39.249,10.500,1.250,0.209,1372.300,477.000,3.004,9.001,0.194,475,0,0
12_15:12:06.965,35.206,10.500,1.250,0.196,1346.600,504.000,3.004,9.005,0.198,471,0,0
12_15:12:07.285,31.109,10.500,1.250,0.225,1335.000,465.000,3.002,9.001,0.194,490,0,0
12_15:12:07.540,27.063,10.500,1.250,0.221,1406.200,468.000,3.001,8.996,0.196,477,0,0
12_15:12:07.829,22.744,10.500,1.250,0.261,1389.400,438.000,3.000,9.009,0.193,478,0,0
12_15:12:08.114,18.706,10.500,1.250,0.213,1388.400,523.000,3.001,9.008,0.199,478,0,0
12_15:12:08.417,14.601,10.500,1.250,0.212,1389.400,484.000,3.001,9.002,0.195,485,0,0
12_15:12:08.766,9.827,10.500,1.250,0.266,1347.200,435.000,3.004,8.997,0.194,502,0,0
12_15:12:09.053,5.842,10.500,1.250,0.197,1347.600,502.000,3.003,9.000,0.194,459,0,0
12_15:12:09.324,1.791,10.500,1.250,0.192,1356.400,512.000,3.004,9.002,0.191,474,0,0
12_15:12:09.643,3.038,11.000,1.250,0.183,1388.300,532.000,3.005,9.003,0.194,473,0,0
12_15:12:09.899,7.078,11.000,1.250,0.191,1339.900,515.000,3.002,9.006,0.199,489,0,0
12_15:12:10.234,11.148,11.000,1.250,0.236,1404.500,458.000,3.006,9.006,0.194,477,0,0
12_15:12:10.473,15.223,11.000,1.250,0.220,1363.000,469.000,3.005,9.006,0.200,485,0,0
12_15:12:10.776,19.516,11.000,1.250,0.300,1325.000,406.000,3.005,9.003,0.194,471,0,0
12_15:12:11.094,23.581,11.000,1.250,0.227,1389.300,464.000,3.003,9.002,0.197,487,0,0
12_15:12:11.349,27.646,11.000,1.250,0.185,1354.300,528.000,3.000,9.005,0.198,472,0,0
12_15:12:11.652,31.913,11.000,1.250,0.208,1392.900,460.000,3.003,9.001,0.194,486,0,0
12_15:12:11.970,35.990,11.000,1.250,0.203,1361.700,490.000,2.999,9.000,0.194,473,0,0
12_15:12:12.208,40.021,11.000,1.250,0.172,1334.300,460.000,3.001,9.009,0.195,480,0,0
12_15:12:12.501,44.093,11.000,1.250,0.250,1360.900,447.000,3.001,8.993,0.197,485,0,0
12_15:12:12.814,48.269,11.000,1.250,0.185,1397.600,528.000,3.005,8.996,0.195,480,0,0
12_15:12:13.101,52.223,11.000,1.250,0.203,1346.100,491.000,3.004,9.001,0.197,483,0,0
12_15:12:13.356,56.157,11.000,1.250,0.199,1376.800,498.000,3.000,8.999,0.194,468,0,0
12_15:12:13.663,60.587,11.000,1.250,0.156,1502.600,578.000,3.002,8.998,0.198,487,0,0
12_15:12:13.962,64.653,11.000,1.250,0.235,1397.300,457.000,3.000,8.998,0.195,469,0,0
12_15:12:14.265,68.709,11.000,1.250,0.211,1384.200,475.000,3.001,9.004,0.193,486,0,0
12_15:12:14.520,72.791,11.000,1.250,0.214,1375.400,472.000,2.999,8.999,0.199,479,0,0
12_15:12:14.822,76.840,11.000,1.250,0.222,1416.600,467.000,3.002,9.003,0.196,478,0,0
12_15:12:15.110,78.413,11.500,1.250,0.196,1389.700,504.000,3.000,9.002,0.197,473,0,0
12_15:12:15.429,74.312,11.500,1.250,0.189,1398.600,520.000,3.004,9.009,0.198,548,0,0
12_15:12:15.731,69.593,11.500,1.250,0.218,1397.700,470.000,3.002,9.006,0.196,423,0,0
12_15:12:16.034,65.093,11.500,1.250,0.254,1392.200,443.000,3.002,8.993,0.196,479,0,0
12_15:12:16.353,61.005,11.500,1.250,0.259,1320.500,441.000,3.002,8.993,0.190,484,0,0
12_15:12:16.657,56.952,11.500,1.250,0.270,1366.900,431.000,3.002,9.005,0.190,479,0,0
12_15:12:16.896,52.874,11.500,1.250,0.204,1378.000,489.000,3.002,9.001,0.192,484,0,0
12_15:12:17.198,48.800,11.500,1.250,0.176,1353.800,545.000,3.004,9.003,0.194,478,0,0
12_15:12:17.484,44.523,11.500,1.250,0.171,1375.300,550.000,3.001,9.004,0.194,482,0,0
12_15:12:17.771,40.500,11.500,1.250,0.197,1334.600,501.000,3.001,9.000,0.191,478,0,0
12_15:12:18.074,36.377,11.500,1.250,0.180,1399.700,538.000,3.001,9.004,0.192,474,0,0
12_15:12:18.377,31.894,11.500,1.250,0.216,1449.600,471.000,3.004,9.005,0.195,480,0,0
12_15:12:18.664,27.816,11.500,1.250,0.204,1377.900,490.000,3.001,9.004,0.197,487,0,0
12_15:12:18.944,23.896,11.500,1.250,0.206,1344.500,484.000,2.999,9.003,0.195,473,0,0
12_15:12:19.221,19.852,11.500,1.250,0.589,1412.200,346.000,3.000,9.004,0.192,481,0,0
12_15:12:19.523,15.863,11.500,1.250,0.208,1391.500,480.000,3.001,9.000,0.192,489,0,0
12_15:12:19.824,11.630,11.500,1.250,0.216,1394.700,471.000,2.999,9.007,0.193,470,0,0
12_15:12:20.143,7.547,11.500,1.250,0.194,1410.700,507.000,2.998,9.002,0.194,480,0,0
12_15:12:20.398,3.463,11.500,1.250,0.303,1337.200,405.000,3.001,9.006,0.193,480,0,0
12_15:12:20.699,1.474,12.000,1.250,0.217,1399.100,470.000,3.001,9.006,0.190,477,0,0
12_15:12:21.017,5.544,12.000,1.250,0.196,1407.800,504.000,3.000,9.000,0.191,489,0,0
12_15:12:21.255,9.593,12.000,1.250,0.190,1333.500,515.000,2.999,9.005,0.196,473,0,0
12_15:12:21.558,13.658,12.000,1.250,0.206,1333.500,483.000,3.003,9.003,0.195,473,0,0
12_15:12:21.862,17.724,12.000,1.250,0.200,1333.500,496.000,3.002,9.006,0.198,490,0,0
12_15:12:22.148,21.782,12.000,1.250,0.210,1366.000,476.000,3.002,8.999,0.194,525,0,0
12_15:12:22.428,26.180,12.000,1.250,0.179,1372.500,539.000,3.004,9.006,0.194,433,0,0
12_15:12:22.722,30.237,12.000,1.250,0.214,1369.200,473.000,3.000,8.999,0.190,482,0,0
12_15:12:23.057,34.435,12.000,1.250,0.213,1328.900,473.000,3.004,9.003,0.196,538,0,0
12_15:12:23.361,39.415,12.000,1.250,0.231,1355.400,460.000,3.000,8.995,0.194,432,0,0
12_15:12:23.647,43.471,12.000,1.250,0.199,1326.600,497.000,3.002,9.005,0.195,475,0,0
12_15:12:23.950,47.538,12.000,1.250,0.171,1376.200,552.000,3.001,9.005,0.192,474,0,0
12_15:12:24.269,51.602,12.000,1.250,0.233,1309.700,459.000,3.001,9.001,0.194,491,0,0
12_15:12:24.524,55.691,12.000,1.250,0.208,1372.900,480.000,3.002,9.001,0.193,475,0,0
12_15:12:24.813,59.961,12.000,1.250,0.190,1329.200,517.000,3.005,9.001,0.190,483,0,0
12_15:12:25.114,64.230,12.000,1.250,0.223,1328.100,466.000,3.005,9.006,0.194,468,0,0
12_15:12:25.417,68.319,12.000,1.250,0.269,1347.400,432.000,3.005,9.001,0.198,489,0,0
12_15:12:25.720,72.840,12.000,1.250,0.200,1359.300,504.000,3.003,8.996,0.194,480,0,0
12_15:12:26.038,76.892,12.000,1.250,0.205,1347.600,486.000,3.004,9.004,0.195,493,0,0
12_15:12:26.339,77.898,12.500,1.250,0.156,1433.900,556.000,3.004,9.001,0.196,464,0,0
12_15:12:26.642,73.434,12.500,1.250,0.203,1417.700,490.000,3.004,9.008,0.199,482,0,0
12_15:12:26.927,69.344,12.500,1.250,0.258,1411.000,441.000,3.000,9.000,0.195,480,0,0
12_15:12:27.230,65.278,12.500,1.250,0.241,1362.300,454.000,2.997,9.006,0.196,480,0,0
12_15:12:27.549,61.243,12.500,1.250,0.210,1412.200,475.000,3.000,9.001,0.194,477,0,0
12_15:12:27.853,57.147,12.500,1.250,0.214,1413.600,472.000,2.996,8.996,0.198,579,0,0
12_15:12:28.133,52.307,12.500,1.250,0.219,1401.900,468.000,3.004,9.002,0.192,399,0,0
12_15:12:28.411,48.341,12.500,1.250,0.221,1376.200,468.000,3.004,8.995,0.192,483,0,0
12_15:12:28.714,44.271,12.500,1.250,0.208,1397.600,479.000,3.001,9.003,0.199,479,0,0
12_15:12:29.033,40.202,12.500,1.250,0.220,1328.300,468.000,2.999,9.001,0.193,472,0,0
12_15:12:29.273,36.155,12.500,1.250,0.206,1431.800,484.000,3.002,9.003,0.193,481,0,0
12_15:12:29.553,32.193,12.500,1.250,0.225,1354.700,464.000,3.002,8.996,0.193,480,0,0
12_15:12:29.894,28.114,12.500,1.250,0.240,1350.000,455.000,2.998,9.001,0.197,578,0,0
12_15:12:30.180,23.288,12.500,1.250,0.223,1377.900,466.000,3.002,8.998,0.197,399,0,0
12_15:12:30.459,19.363,12.500,1.250,0.177,1409.200,543.000,3.003,9.001,0.198,476,0,0
12_15:12:30.800,15.293,12.500,1.250,0.190,1372.600,515.000,3.000,9.000,0.195,584,0,0
12_15:12:31.086,10.444,12.500,1.250,0.237,1365.100,456.000,3.000,9.005,0.194,397,0,0
12_15:12:31.364,6.537,12.500,1.250,0.220,1380.300,469.000,3.002,9.007,0.190,476,0,0
12_15:12:31.675,2.450,12.500,1.250,0.193,1469.000,509.000,3.001,9.008,0.193,485,0,0
12_15:12:31.993,2.404,13.000,1.250,0.187,1331.000,522.000,3.002,8.996,0.193,513,0,0
12_15:12:32.247,6.592,13.000,1.250,0.208,1357.000,480.000,3.003,9.012,0.192,443,0,0
12_15:12:32.550,11.001,13.000,1.250,0.175,1367.700,545.000,3.003,9.008,0.195,483,0,0
12_15:12:32.899,15.078,13.000,1.250,0.203,1376.900,491.000,3.000,9.006,0.198,573,0,0
12_15:12:33.205,19.922,13.000,1.250,0.224,1376.800,464.000,3.003,9.003,0.195,399,0,0
12_15:12:33.492,23.897,13.000,1.250,0.191,1384.300,513.000,3.002,9.000,0.193,479,0,0
12_15:12:33.750,27.940,13.000,1.250,0.206,1400.200,484.000,3.002,9.005,0.193,475,0,0
12_15:12:34.051,32.140,13.000,1.250,0.190,1351.000,516.000,3.002,9.007,0.192,485,0,0
12_15:12:34.354,36.323,13.000,1.250,0.236,1413.300,456.000,3.002,9.005,0.201,480,0,0
12_15:12:34.659,40.828,13.000,1.250,0.201,1426.000,495.000,3.004,9.010,0.195,479,0,0
12_15:12:34.991,45.223,13.000,1.250,0.196,1370.900,504.000,2.999,8.998,0.195,542,0,0
12_15:12:35.272,49.534,13.000,1.250,0.236,1411.700,456.000,3.004,8.997,0.195,424,0,0
12_15:12:35.579,53.618,13.000,1.250,0.256,1376.700,443.000,3.004,9.007,0.197,476,0,0
12_15:12:35.926,57.995,13.000,1.250,0.236,1398.800,457.000,3.004,8.999,0.195,569,0,0
12_15:12:36.219,62.928,13.000,1.250,0.190,1337.300,517.000,2.999,9.005,0.197,398,0,0
